shipment_id,origin,destination,distance_km,carrier,mode,order_date,expected_delivery_date,delivered_date,weather_severity,traffic_condition
SHP102700,Bangalore,Mumbai,1660,EcomExpress,Truck,2024-05-26,2024-06-02,2024-06-02,3,4
SHP102701,Bangalore,Chennai,580,FedEx,Air,2024-01-16,2024-01-23,2024-01-23,3,3
SHP102702,Bangalore,Kolkata,1726,Delhivery,Rail,2024-05-22,2024-05-24,2024-05-24,3,2
SHP102703,Pune,Chennai,1429,BlueDart,Rail,2024-02-27,2024-03-03,2024-03-03,1,5
SHP102704,Pune,Bangalore,851,Delhivery,Rail,2024-04-12,2024-04-14,2024-04-17,1,5
SHP102705,Chennai,Hyderabad,1443,EcomExpress,Truck,2024-08-31,2024-09-04,2024-09-07,3,2
SHP102706,Pune,Kolkata,1342,BlueDart,Truck,2024-08-21,2024-08-26,2024-08-26,1,1
SHP102707,Mumbai,Kolkata,1525,BlueDart,Rail,2024-07-20,2024-07-22,2024-07-22,2,2
SHP102708,Pune,Mumbai,1960,FedEx,Rail,2024-03-28,2024-04-01,2024-04-01,2,3
SHP102709,Bangalore,Mumbai,1199,Delhivery,Air,2024-08-13,2024-08-19,2024-08-22,2,3
SHP102710,Bangalore,Ahmedabad,2135,FedEx,Rail,2024-07-20,2024-07-23,2024-07-23,0,5
SHP102711,Hyderabad,Delhi,310,FedEx,Rail,2024-02-25,2024-03-02,2024-03-02,1,2
SHP102712,Delhi,Bangalore,1477,FedEx,Air,2024-05-28,2024-06-02,2024-06-03,1,4
SHP102713,Chennai,Hyderabad,1870,Delhivery,Air,2024-03-02,2024-03-07,2024-03-07,2,1
SHP102714,Pune,Chennai,707,BlueDart,Air,2024-08-06,2024-08-08,2024-08-11,0,1
SHP102715,Kolkata,Bangalore,352,FedEx,Air,2024-04-19,2024-04-20,2024-04-20,3,4
SHP102716,Bangalore,Pune,101,Delhivery,Truck,2024-10-12,2024-10-14,2024-10-15,2,2
SHP102717,Bangalore,Mumbai,2255,Delhivery,Rail,2024-05-03,2024-05-10,2024-05-11,1,4
SHP102718,Hyderabad,Ahmedabad,2394,FedEx,Rail,2024-03-06,2024-03-08,2024-03-10,3,5
SHP102719,Ahmedabad,Hyderabad,308,EcomExpress,Air,2024-10-16,2024-10-19,2024-10-19,2,2
SHP102720,Bangalore,Pune,313,FedEx,Air,2024-10-18,2024-10-23,2024-10-24,1,3
SHP102721,Hyderabad,Bangalore,2117,FedEx,Rail,2024-09-01,2024-09-02,2024-09-03,1,1
SHP102722,Mumbai,Ahmedabad,1071,FedEx,Air,2024-09-06,2024-09-10,2024-09-11,3,1
SHP102723,Mumbai,Ahmedabad,731,EcomExpress,Rail,2024-02-13,2024-02-20,2024-02-20,1,2
SHP102724,Chennai,Ahmedabad,1242,DHL,Air,2024-09-04,2024-09-05,2024-09-05,1,5
SHP102725,Delhi,Pune,1380,EcomExpress,Air,2024-02-01,2024-02-06,2024-02-07,3,1
SHP102726,Bangalore,Kolkata,1429,FedEx,Air,2024-07-11,2024-07-12,2024-07-12,0,5
SHP102727,Pune,Delhi,1066,DHL,Truck,2024-02-18,2024-02-23,2024-02-25,3,1
SHP102728,Chennai,Hyderabad,405,Delhivery,Air,2024-10-11,2024-10-12,2024-10-14,3,4
SHP102729,Ahmedabad,Chennai,1309,DHL,Truck,2024-08-11,2024-08-13,2024-08-15,2,4
SHP102730,Mumbai,Ahmedabad,2113,DHL,Air,2024-06-30,2024-07-03,2024-07-05,1,4
SHP102731,Mumbai,Chennai,211,BlueDart,Air,2024-08-01,2024-08-04,2024-08-05,1,5
SHP102732,Mumbai,Chennai,765,FedEx,Air,2024-10-04,2024-10-06,2024-10-09,2,5
SHP102733,Bangalore,Kolkata,2497,BlueDart,Air,2024-03-30,2024-04-06,2024-04-06,0,3
SHP102734,Kolkata,Ahmedabad,904,FedEx,Rail,2024-04-16,2024-04-18,2024-04-19,1,1
SHP102735,Chennai,Bangalore,1122,BlueDart,Truck,2024-01-26,2024-02-02,2024-02-04,1,2
SHP102736,Bangalore,Hyderabad,304,FedEx,Rail,2024-10-16,2024-10-19,2024-10-20,3,4
SHP102737,Mumbai,Hyderabad,1599,DHL,Rail,2024-06-26,2024-06-30,2024-07-01,0,2
SHP102738,Kolkata,Pune,642,EcomExpress,Air,2024-06-14,2024-06-20,2024-06-22,2,1
SHP102739,Pune,Delhi,305,FedEx,Truck,2024-03-12,2024-03-14,2024-03-14,3,2
SHP102740,Kolkata,Ahmedabad,1789,DHL,Truck,2024-08-01,2024-08-06,2024-08-07,0,2
SHP102741,Kolkata,Hyderabad,1563,EcomExpress,Rail,2024-09-07,2024-09-08,2024-09-08,2,2
SHP102742,Mumbai,Bangalore,1273,FedEx,Air,2024-03-21,2024-03-27,2024-03-28,1,4
SHP102743,Bangalore,Pune,1854,DHL,Rail,2024-02-16,2024-02-19,2024-02-22,1,2
SHP102744,Ahmedabad,Pune,1740,BlueDart,Air,2024-10-18,2024-10-25,2024-10-26,2,2
SHP102745,Bangalore,Kolkata,1277,DHL,Truck,2024-04-14,2024-04-18,2024-04-19,0,1
SHP102746,Kolkata,Chennai,1094,Delhivery,Rail,2024-03-04,2024-03-10,2024-03-13,1,2
SHP102747,Mumbai,Chennai,1617,DHL,Truck,2024-03-20,2024-03-22,2024-03-23,3,3
SHP102748,Kolkata,Chennai,2137,BlueDart,Rail,2024-05-14,2024-05-20,2024-05-23,1,1
SHP102749,Kolkata,Pune,569,DHL,Air,2024-01-19,2024-01-25,2024-01-25,2,5
SHP102750,Chennai,Hyderabad,346,DHL,Rail,2024-09-06,2024-09-12,2024-09-14,0,1
SHP102751,Kolkata,Mumbai,1067,DHL,Truck,2024-07-31,2024-08-03,2024-08-03,1,1
SHP102752,Ahmedabad,Chennai,515,DHL,Truck,2024-07-23,2024-07-25,2024-07-25,3,3
SHP102753,Kolkata,Bangalore,1892,BlueDart,Truck,2024-10-02,2024-10-06,2024-10-07,3,1
SHP102754,Ahmedabad,Delhi,807,DHL,Truck,2024-03-07,2024-03-11,2024-03-12,1,4
SHP102755,Ahmedabad,Kolkata,1103,BlueDart,Truck,2024-06-23,2024-06-29,2024-06-29,2,1
SHP102756,Hyderabad,Mumbai,2268,EcomExpress,Truck,2024-03-22,2024-03-29,2024-03-31,0,3
SHP102757,Delhi,Hyderabad,2239,BlueDart,Air,2024-04-12,2024-04-16,2024-04-16,2,5
SHP102758,Delhi,Chennai,426,EcomExpress,Rail,2024-03-13,2024-03-19,2024-03-19,1,2
SHP102759,Hyderabad,Mumbai,1663,BlueDart,Rail,2024-06-22,2024-06-29,2024-07-02,0,2
SHP102760,Delhi,Ahmedabad,133,DHL,Rail,2024-02-25,2024-03-01,2024-03-04,3,1
SHP102761,Pune,Bangalore,763,BlueDart,Truck,2024-07-22,2024-07-23,2024-07-23,0,2
SHP102762,Mumbai,Pune,1822,BlueDart,Air,2024-02-01,2024-02-02,2024-02-03,0,4
SHP102763,Ahmedabad,Hyderabad,1682,DHL,Rail,2024-05-09,2024-05-13,2024-05-16,3,5
SHP102764,Chennai,Mumbai,288,FedEx,Air,2024-02-22,2024-02-25,2024-02-25,1,4
SHP102765,Hyderabad,Pune,858,Delhivery,Air,2024-04-21,2024-04-23,2024-04-23,1,1
SHP102766,Ahmedabad,Kolkata,626,BlueDart,Truck,2024-08-01,2024-08-07,2024-08-07,2,3
SHP102767,Mumbai,Chennai,1551,BlueDart,Truck,2024-03-20,2024-03-23,2024-03-23,0,5
SHP102768,Pune,Bangalore,1213,DHL,Rail,2024-01-26,2024-02-02,2024-02-02,2,4
SHP102769,Pune,Kolkata,1941,BlueDart,Truck,2024-03-02,2024-03-05,2024-03-05,2,1
SHP102770,Bangalore,Hyderabad,1828,Delhivery,Rail,2024-04-07,2024-04-12,2024-04-15,1,1
SHP102771,Kolkata,Chennai,2153,DHL,Air,2024-06-09,2024-06-15,2024-06-17,2,3
SHP102772,Hyderabad,Chennai,655,DHL,Air,2024-09-02,2024-09-05,2024-09-05,1,3
SHP102773,Ahmedabad,Mumbai,1853,FedEx,Air,2024-05-23,2024-05-28,2024-05-29,3,3
SHP102774,Ahmedabad,Bangalore,1182,FedEx,Truck,2024-08-25,2024-08-28,2024-08-31,1,3
SHP102775,Mumbai,Bangalore,1019,FedEx,Truck,2024-07-30,2024-08-05,2024-08-08,1,5
SHP102776,Bangalore,Delhi,2035,BlueDart,Truck,2024-08-05,2024-08-07,2024-08-07,3,3
SHP102777,Delhi,Pune,926,FedEx,Truck,2024-01-10,2024-01-12,2024-01-13,2,2
SHP102778,Hyderabad,Delhi,1093,EcomExpress,Air,2024-02-12,2024-02-15,2024-02-15,1,5
SHP102779,Hyderabad,Ahmedabad,306,BlueDart,Truck,2024-02-09,2024-02-15,2024-02-17,2,3
SHP102780,Mumbai,Ahmedabad,2163,FedEx,Rail,2024-03-19,2024-03-24,2024-03-24,2,1
SHP102781,Ahmedabad,Pune,300,Delhivery,Truck,2024-01-10,2024-01-13,2024-01-16,2,5
SHP102782,Mumbai,Bangalore,1886,BlueDart,Rail,2024-06-29,2024-07-04,2024-07-05,0,5
SHP102783,Hyderabad,Bangalore,1370,FedEx,Air,2024-02-20,2024-02-27,2024-02-27,3,5
SHP102784,Hyderabad,Pune,2263,Delhivery,Rail,2024-03-16,2024-03-18,2024-03-19,0,1
SHP102785,Delhi,Hyderabad,2249,EcomExpress,Truck,2024-10-05,2024-10-07,2024-10-08,1,4
SHP102786,Chennai,Pune,2262,FedEx,Truck,2024-06-27,2024-07-02,2024-07-02,3,2
SHP102787,Ahmedabad,Pune,829,DHL,Rail,2024-09-07,2024-09-12,2024-09-12,0,2
SHP102788,Hyderabad,Kolkata,1948,EcomExpress,Rail,2024-08-30,2024-09-05,2024-09-06,2,3
SHP102789,Bangalore,Delhi,1668,EcomExpress,Air,2024-10-02,2024-10-08,2024-10-10,3,3
SHP102790,Kolkata,Hyderabad,459,Delhivery,Truck,2024-03-23,2024-03-25,2024-03-26,2,2
SHP102791,Mumbai,Ahmedabad,1567,FedEx,Air,2024-08-13,2024-08-14,2024-08-14,2,5
SHP102792,Bangalore,Pune,982,DHL,Truck,2024-02-11,2024-02-18,2024-02-21,3,4
SHP102793,Kolkata,Hyderabad,1737,BlueDart,Truck,2024-09-25,2024-09-28,2024-09-30,3,3
SHP102794,Kolkata,Pune,1996,EcomExpress,Air,2024-06-02,2024-06-05,2024-06-07,2,1
SHP102795,Kolkata,Ahmedabad,1788,FedEx,Truck,2024-09-24,2024-09-25,2024-09-25,3,2
SHP102796,Delhi,Kolkata,1311,Delhivery,Rail,2024-07-04,2024-07-11,2024-07-11,3,1
SHP102797,Chennai,Hyderabad,1080,Delhivery,Rail,2024-01-28,2024-02-01,2024-02-01,1,3
SHP102798,Ahmedabad,Delhi,517,FedEx,Air,2024-03-22,2024-03-25,2024-03-25,0,5
SHP102799,Bangalore,Mumbai,274,DHL,Rail,2024-02-16,2024-02-18,2024-02-21,0,2
SHP102800,Kolkata,Hyderabad,1088,FedEx,Rail,2024-07-08,2024-07-09,2024-07-09,2,4
SHP102801,Pune,Chennai,2145,EcomExpress,Rail,2024-04-08,2024-04-10,2024-04-12,0,1
SHP102802,Ahmedabad,Hyderabad,1453,Delhivery,Truck,2024-08-08,2024-08-09,2024-08-12,2,4
SHP102803,Kolkata,Hyderabad,643,BlueDart,Rail,2024-06-20,2024-06-22,2024-06-25,3,5
SHP102804,Delhi,Kolkata,179,EcomExpress,Rail,2024-08-11,2024-08-18,2024-08-19,3,2
SHP102805,Pune,Mumbai,265,Delhivery,Rail,2024-03-28,2024-03-29,2024-04-01,3,4
SHP102806,Delhi,Chennai,2369,DHL,Truck,2024-03-19,2024-03-21,2024-03-22,0,4
SHP102807,Mumbai,Ahmedabad,443,EcomExpress,Air,2024-01-27,2024-01-31,2024-01-31,2,5
SHP102808,Mumbai,Ahmedabad,1516,BlueDart,Rail,2024-05-19,2024-05-21,2024-05-21,0,1
SHP102809,Pune,Hyderabad,1758,BlueDart,Truck,2024-01-29,2024-02-04,2024-02-05,0,3
SHP102810,Chennai,Hyderabad,1098,FedEx,Air,2024-03-02,2024-03-05,2024-03-05,3,4
SHP102811,Pune,Mumbai,540,EcomExpress,Truck,2024-03-19,2024-03-26,2024-03-29,0,4
SHP102812,Mumbai,Hyderabad,2461,FedEx,Truck,2024-04-20,2024-04-27,2024-04-27,1,1
SHP102813,Pune,Kolkata,2018,FedEx,Rail,2024-04-27,2024-04-28,2024-04-29,3,1
SHP102814,Delhi,Kolkata,1132,FedEx,Air,2024-06-29,2024-07-02,2024-07-02,1,3
SHP102815,Kolkata,Pune,359,BlueDart,Air,2024-08-05,2024-08-06,2024-08-06,2,4
SHP102816,Mumbai,Chennai,807,Delhivery,Rail,2024-09-12,2024-09-13,2024-09-15,2,5
SHP102817,Chennai,Bangalore,569,EcomExpress,Air,2024-05-12,2024-05-17,2024-05-17,0,1
SHP102818,Chennai,Pune,797,Delhivery,Rail,2024-10-17,2024-10-24,2024-10-26,2,2
SHP102819,Hyderabad,Kolkata,2018,FedEx,Rail,2024-06-02,2024-06-09,2024-06-10,3,1
SHP102820,Mumbai,Hyderabad,1223,EcomExpress,Truck,2024-02-19,2024-02-21,2024-02-24,2,2
SHP102821,Bangalore,Pune,958,BlueDart,Air,2024-08-20,2024-08-25,2024-08-28,0,4
SHP102822,Chennai,Mumbai,1705,BlueDart,Rail,2024-04-10,2024-04-11,2024-04-13,2,1
SHP102823,Kolkata,Hyderabad,1392,BlueDart,Air,2024-04-09,2024-04-14,2024-04-14,1,1
SHP102824,Kolkata,Ahmedabad,1499,BlueDart,Air,2024-09-14,2024-09-18,2024-09-18,2,3
SHP102825,Bangalore,Pune,1510,DHL,Truck,2024-06-16,2024-06-23,2024-06-25,1,3
SHP102826,Chennai,Pune,1909,EcomExpress,Truck,2024-08-16,2024-08-18,2024-08-18,2,1
SHP102827,Mumbai,Bangalore,1217,EcomExpress,Air,2024-05-07,2024-05-10,2024-05-12,3,3
SHP102828,Mumbai,Hyderabad,808,FedEx,Truck,2024-05-26,2024-06-01,2024-06-04,2,1
SHP102829,Chennai,Mumbai,2064,Delhivery,Rail,2024-05-20,2024-05-22,2024-05-24,1,3
SHP102830,Hyderabad,Chennai,2313,FedEx,Air,2024-05-13,2024-05-15,2024-05-17,1,3
SHP102831,Pune,Kolkata,1466,BlueDart,Air,2024-02-04,2024-02-07,2024-02-07,1,1
SHP102832,Pune,Bangalore,365,EcomExpress,Truck,2024-07-25,2024-07-30,2024-07-30,0,5
SHP102833,Chennai,Pune,2298,BlueDart,Air,2024-08-20,2024-08-21,2024-08-21,0,1
SHP102834,Mumbai,Ahmedabad,1930,FedEx,Air,2024-08-07,2024-08-08,2024-08-11,3,1
SHP102835,Delhi,Bangalore,222,BlueDart,Air,2024-01-31,2024-02-03,2024-02-04,2,4
SHP102836,Delhi,Chennai,2323,Delhivery,Rail,2024-01-06,2024-01-07,2024-01-10,2,2
SHP102837,Pune,Bangalore,1556,Delhivery,Rail,2024-08-27,2024-08-31,2024-09-03,0,2
SHP102838,Chennai,Hyderabad,1983,DHL,Air,2024-02-05,2024-02-06,2024-02-06,1,4
SHP102839,Hyderabad,Ahmedabad,2195,Delhivery,Rail,2024-05-02,2024-05-05,2024-05-05,1,1
SHP102840,Kolkata,Bangalore,1830,BlueDart,Truck,2024-09-08,2024-09-09,2024-09-12,2,3
SHP102841,Mumbai,Bangalore,1634,EcomExpress,Truck,2024-04-03,2024-04-04,2024-04-04,0,2
SHP102842,Ahmedabad,Pune,669,Delhivery,Truck,2024-06-05,2024-06-08,2024-06-08,0,5
SHP102843,Mumbai,Ahmedabad,1871,Delhivery,Rail,2024-07-22,2024-07-24,2024-07-27,2,5
SHP102844,Mumbai,Delhi,389,BlueDart,Truck,2024-07-16,2024-07-19,2024-07-19,1,5
SHP102845,Pune,Hyderabad,1471,EcomExpress,Truck,2024-08-26,2024-08-28,2024-08-28,2,2
SHP102846,Chennai,Pune,885,BlueDart,Rail,2024-05-08,2024-05-15,2024-05-15,0,1
SHP102847,Delhi,Mumbai,1049,FedEx,Rail,2024-07-31,2024-08-02,2024-08-04,2,4
SHP102848,Chennai,Delhi,578,Delhivery,Truck,2024-04-11,2024-04-17,2024-04-18,2,3
SHP102849,Delhi,Hyderabad,1987,DHL,Air,2024-05-05,2024-05-12,2024-05-12,2,4
SHP102850,Kolkata,Bangalore,986,DHL,Truck,2024-04-10,2024-04-15,2024-04-17,3,4
SHP102851,Chennai,Pune,1116,EcomExpress,Truck,2024-09-04,2024-09-09,2024-09-11,3,4
SHP102852,Bangalore,Chennai,1399,FedEx,Truck,2024-02-25,2024-02-28,2024-02-28,1,1
SHP102853,Hyderabad,Mumbai,1805,BlueDart,Truck,2024-08-24,2024-08-25,2024-08-25,2,1
SHP102854,Kolkata,Delhi,991,EcomExpress,Air,2024-06-02,2024-06-04,2024-06-05,1,1
SHP102855,Kolkata,Delhi,969,FedEx,Rail,2024-08-08,2024-08-11,2024-08-14,3,5
SHP102856,Pune,Kolkata,1042,FedEx,Truck,2024-02-17,2024-02-19,2024-02-22,0,2
SHP102857,Hyderabad,Kolkata,2408,BlueDart,Air,2024-09-05,2024-09-12,2024-09-12,3,4
SHP102858,Delhi,Bangalore,1410,FedEx,Truck,2024-06-26,2024-07-01,2024-07-03,2,3
SHP102859,Bangalore,Pune,1956,FedEx,Truck,2024-01-14,2024-01-15,2024-01-17,2,1
SHP102860,Hyderabad,Ahmedabad,606,Delhivery,Rail,2024-04-20,2024-04-22,2024-04-23,1,5
SHP102861,Hyderabad,Kolkata,920,BlueDart,Rail,2024-05-08,2024-05-09,2024-05-09,2,2
SHP102862,Ahmedabad,Pune,216,DHL,Rail,2024-04-06,2024-04-11,2024-04-13,3,2
SHP102863,Bangalore,Ahmedabad,846,BlueDart,Truck,2024-03-13,2024-03-18,2024-03-18,0,1
SHP102864,Chennai,Hyderabad,631,Delhivery,Rail,2024-10-05,2024-10-12,2024-10-12,0,3
SHP102865,Mumbai,Ahmedabad,489,BlueDart,Air,2024-06-25,2024-06-27,2024-06-27,3,1
SHP102866,Ahmedabad,Pune,1091,EcomExpress,Air,2024-03-15,2024-03-22,2024-03-24,0,5
SHP102867,Bangalore,Ahmedabad,612,DHL,Rail,2024-07-21,2024-07-22,2024-07-24,2,2
SHP102868,Pune,Mumbai,649,DHL,Air,2024-08-27,2024-08-31,2024-09-01,0,2
SHP102869,Kolkata,Ahmedabad,1338,DHL,Truck,2024-06-16,2024-06-22,2024-06-22,2,4
SHP102870,Mumbai,Pune,2056,EcomExpress,Rail,2024-01-29,2024-01-30,2024-02-02,2,2
SHP102871,Ahmedabad,Kolkata,352,EcomExpress,Air,2024-01-27,2024-01-28,2024-01-30,0,3
SHP102872,Ahmedabad,Chennai,1062,EcomExpress,Rail,2024-04-24,2024-04-26,2024-04-27,0,1
SHP102873,Kolkata,Chennai,2196,Delhivery,Rail,2024-03-22,2024-03-27,2024-03-28,0,4
SHP102874,Pune,Delhi,1511,DHL,Rail,2024-02-25,2024-03-02,2024-03-02,2,3
SHP102875,Ahmedabad,Delhi,744,BlueDart,Air,2024-01-18,2024-01-21,2024-01-22,3,5
SHP102876,Pune,Bangalore,2497,Delhivery,Truck,2024-03-18,2024-03-21,2024-03-21,0,3
SHP102877,Hyderabad,Chennai,509,EcomExpress,Truck,2024-02-28,2024-03-04,2024-03-05,2,4
SHP102878,Kolkata,Hyderabad,2435,EcomExpress,Truck,2024-06-01,2024-06-05,2024-06-05,1,3
SHP102879,Hyderabad,Delhi,486,FedEx,Air,2024-03-02,2024-03-03,2024-03-03,2,5
SHP102880,Mumbai,Delhi,506,BlueDart,Air,2024-05-13,2024-05-19,2024-05-19,3,1
SHP102881,Pune,Ahmedabad,1556,BlueDart,Rail,2024-08-16,2024-08-23,2024-08-23,3,3
SHP102882,Kolkata,Mumbai,1155,EcomExpress,Rail,2024-01-23,2024-01-29,2024-02-01,2,3
SHP102883,Ahmedabad,Kolkata,1695,FedEx,Truck,2024-08-10,2024-08-13,2024-08-16,0,2
SHP102884,Hyderabad,Delhi,456,BlueDart,Air,2024-07-06,2024-07-09,2024-07-09,2,2
SHP102885,Mumbai,Hyderabad,387,EcomExpress,Truck,2024-02-03,2024-02-06,2024-02-06,2,5
SHP102886,Hyderabad,Ahmedabad,1099,Delhivery,Rail,2024-02-11,2024-02-16,2024-02-19,1,5
SHP102887,Delhi,Chennai,1730,Delhivery,Rail,2024-06-25,2024-06-30,2024-07-03,2,4
SHP102888,Ahmedabad,Hyderabad,2060,DHL,Truck,2024-03-10,2024-03-12,2024-03-13,1,5
SHP102889,Mumbai,Chennai,565,FedEx,Truck,2024-09-02,2024-09-05,2024-09-08,2,5
SHP102890,Hyderabad,Ahmedabad,2353,EcomExpress,Truck,2024-06-19,2024-06-20,2024-06-20,1,2
SHP102891,Delhi,Hyderabad,529,DHL,Air,2024-07-02,2024-07-06,2024-07-06,3,5
SHP102892,Ahmedabad,Mumbai,328,DHL,Truck,2024-09-30,2024-10-04,2024-10-07,1,3
SHP102893,Delhi,Kolkata,319,Delhivery,Rail,2024-05-25,2024-05-31,2024-06-02,0,2
SHP102894,Hyderabad,Chennai,1555,Delhivery,Truck,2024-07-06,2024-07-11,2024-07-13,0,1
SHP102895,Mumbai,Delhi,207,DHL,Truck,2024-02-02,2024-02-06,2024-02-08,2,4
SHP102896,Ahmedabad,Mumbai,355,EcomExpress,Air,2024-06-25,2024-06-26,2024-06-28,3,2
SHP102897,Mumbai,Delhi,649,DHL,Air,2024-06-30,2024-07-07,2024-07-07,3,1
SHP102898,Bangalore,Chennai,1268,FedEx,Truck,2024-10-17,2024-10-23,2024-10-23,3,4
SHP102899,Ahmedabad,Hyderabad,2256,DHL,Truck,2024-03-06,2024-03-11,2024-03-14,1,5
SHP102900,Chennai,Pune,1376,FedEx,Rail,2024-05-22,2024-05-27,2024-05-27,3,4
SHP102901,Bangalore,Ahmedabad,757,FedEx,Air,2024-02-25,2024-03-02,2024-03-02,0,4
SHP102902,Kolkata,Chennai,1069,EcomExpress,Truck,2024-10-11,2024-10-12,2024-10-12,1,4
SHP102903,Hyderabad,Kolkata,1711,BlueDart,Air,2024-01-08,2024-01-10,2024-01-10,0,1
SHP102904,Hyderabad,Mumbai,1174,FedEx,Truck,2024-03-08,2024-03-10,2024-03-10,3,2
SHP102905,Pune,Chennai,2233,Delhivery,Air,2024-07-13,2024-07-15,2024-07-16,1,3
SHP102906,Delhi,Hyderabad,2054,Delhivery,Air,2024-02-05,2024-02-10,2024-02-13,0,3
SHP102907,Kolkata,Delhi,834,FedEx,Rail,2024-02-25,2024-02-28,2024-03-02,2,2
SHP102908,Hyderabad,Mumbai,672,BlueDart,Rail,2024-02-21,2024-02-25,2024-02-25,2,5
SHP102909,Ahmedabad,Delhi,287,Delhivery,Rail,2024-03-14,2024-03-17,2024-03-17,3,3
SHP102910,Chennai,Hyderabad,867,DHL,Truck,2024-07-01,2024-07-06,2024-07-07,3,5
SHP102911,Pune,Delhi,1898,FedEx,Truck,2024-02-10,2024-02-16,2024-02-19,2,5
SHP102912,Mumbai,Bangalore,958,BlueDart,Air,2024-03-27,2024-03-29,2024-04-01,1,3
SHP102913,Hyderabad,Chennai,1139,BlueDart,Truck,2024-04-12,2024-04-18,2024-04-18,0,4
SHP102914,Mumbai,Ahmedabad,2460,EcomExpress,Rail,2024-03-04,2024-03-09,2024-03-10,1,2
SHP102915,Mumbai,Kolkata,1498,Delhivery,Air,2024-05-28,2024-05-31,2024-06-02,0,5
SHP102916,Chennai,Delhi,2346,BlueDart,Rail,2024-08-24,2024-08-30,2024-08-30,2,2
SHP102917,Delhi,Kolkata,1477,EcomExpress,Rail,2024-09-29,2024-10-02,2024-10-02,1,5
SHP102918,Pune,Bangalore,2452,Delhivery,Truck,2024-10-23,2024-10-28,2024-10-28,0,5
SHP102919,Hyderabad,Chennai,1115,FedEx,Air,2024-03-19,2024-03-25,2024-03-26,2,5
SHP102920,Hyderabad,Bangalore,632,BlueDart,Truck,2024-01-05,2024-01-06,2024-01-06,3,2
SHP102921,Pune,Kolkata,2103,BlueDart,Air,2024-06-16,2024-06-19,2024-06-19,3,3
SHP102922,Pune,Bangalore,2195,EcomExpress,Rail,2024-02-08,2024-02-13,2024-02-14,2,3
SHP102923,Hyderabad,Mumbai,2296,Delhivery,Truck,2024-07-24,2024-07-29,2024-08-01,2,1
SHP102924,Bangalore,Delhi,2428,Delhivery,Rail,2024-09-08,2024-09-14,2024-09-14,0,4
SHP102925,Chennai,Pune,328,Delhivery,Truck,2024-08-05,2024-08-07,2024-08-10,0,5
SHP102926,Bangalore,Hyderabad,1324,Delhivery,Truck,2024-09-30,2024-10-04,2024-10-04,1,5
SHP102927,Kolkata,Delhi,1228,BlueDart,Truck,2024-10-26,2024-10-28,2024-10-31,0,4
SHP102928,Delhi,Ahmedabad,1183,BlueDart,Rail,2024-03-07,2024-03-11,2024-03-11,3,2
SHP102929,Kolkata,Bangalore,2465,FedEx,Rail,2024-09-29,2024-10-05,2024-10-05,2,3
SHP102930,Delhi,Chennai,263,BlueDart,Air,2024-07-29,2024-08-03,2024-08-03,1,1
SHP102931,Delhi,Kolkata,2261,Delhivery,Truck,2024-04-22,2024-04-26,2024-04-26,3,2
SHP102932,Ahmedabad,Delhi,985,FedEx,Air,2024-09-20,2024-09-26,2024-09-26,1,1
SHP102933,Chennai,Delhi,1511,Delhivery,Truck,2024-01-05,2024-01-08,2024-01-08,0,1
SHP102934,Bangalore,Delhi,1650,Delhivery,Rail,2024-03-10,2024-03-13,2024-03-13,3,4
SHP102935,Chennai,Ahmedabad,1126,BlueDart,Air,2024-03-24,2024-03-25,2024-03-25,1,2
SHP102936,Hyderabad,Mumbai,563,FedEx,Truck,2024-08-30,2024-09-05,2024-09-06,3,4
SHP102937,Ahmedabad,Delhi,2132,BlueDart,Air,2024-08-01,2024-08-02,2024-08-03,1,3
SHP102938,Chennai,Pune,1571,DHL,Truck,2024-10-17,2024-10-23,2024-10-24,1,5
SHP102939,Pune,Mumbai,855,Delhivery,Truck,2024-09-29,2024-10-01,2024-10-02,1,1
SHP102940,Delhi,Bangalore,2151,BlueDart,Air,2024-05-11,2024-05-14,2024-05-16,1,5
SHP102941,Hyderabad,Pune,1681,FedEx,Air,2024-06-07,2024-06-08,2024-06-11,2,5
SHP102942,Mumbai,Chennai,796,Delhivery,Truck,2024-08-02,2024-08-05,2024-08-08,3,1
SHP102943,Mumbai,Ahmedabad,809,DHL,Rail,2024-07-23,2024-07-28,2024-07-29,3,4
SHP102944,Bangalore,Pune,2207,Delhivery,Truck,2024-10-11,2024-10-15,2024-10-18,3,5
SHP102945,Bangalore,Delhi,1244,EcomExpress,Air,2024-03-02,2024-03-09,2024-03-10,2,4
SHP102946,Bangalore,Chennai,956,BlueDart,Truck,2024-07-29,2024-07-31,2024-07-31,1,5
SHP102947,Ahmedabad,Delhi,120,DHL,Rail,2024-06-17,2024-06-24,2024-06-25,0,3
SHP102948,Hyderabad,Bangalore,1018,FedEx,Air,2024-09-23,2024-09-28,2024-10-01,3,3
SHP102949,Bangalore,Ahmedabad,296,BlueDart,Air,2024-05-30,2024-06-03,2024-06-03,2,5
SHP102950,Pune,Mumbai,2451,Delhivery,Truck,2024-05-25,2024-05-29,2024-05-29,3,3
SHP102951,Kolkata,Bangalore,1065,Delhivery,Rail,2024-05-09,2024-05-12,2024-05-12,2,2
SHP102952,Ahmedabad,Mumbai,892,EcomExpress,Truck,2024-08-15,2024-08-17,2024-08-20,2,1
SHP102953,Ahmedabad,Delhi,566,EcomExpress,Truck,2024-08-12,2024-08-15,2024-08-16,0,2
